	Tmin	Tmed	Tmax	Prec	Elevation
FRAP	0.37488609722931715	0.3518033354520462	0.3006508486034594	0.48549837924783423	0.2770675927818108
Phenolics	0.4270570275500871	0.35299742763577907	0.26179465158950893	0.4815399351515036	0.46334854428231864
Flavonoids	0.30897501221048784	0.28569348914762055	0.24038163498860374	0.4423893079281717	0.2541091184533552
