	Tmin	Tmed	Tmax	Prec	Elevation
FRAP	0.0005825433849292325	0.00063906842967534	0.0006700355666367254	0.3827614268716701	2.222599014411049e-34
Phenolics	0.08868875159895204	0.10854652616910089	0.1224082792539565	0.00028948494258660806	0.1304749141086804
Flavonoids	0.013163233513256701	0.009244644949828651	0.006611903210099668	0.5628917829868103	0.186382841169034
