	Tmin	Tmed	Tmax	Prec	Elevation
FRAP	0.5583152953059268	0.5785998108035098	0.5794181561712747	0.4069573156541816	0.02838171645754138
Phenolics	0.549890820675086	0.5636903617579087	0.5596746604569772	0.3759198449650443	0.03768738898307626
Flavonoids	0.5564127486290008	0.6105529950723658	0.638646820665702	0.263326171471051	0.012947821133709665
