	Tmin	Tmed	Tmax	Prec	Elevation
FRAP	0.14165019561609718	0.1409154716354602	0.134290939379013	0.20750409615310525	0.019486463163599383
Phenolics	0.1317526706365634	0.10880102833978203	0.08932272462714429	0.0834681365776131	0.08518948565299247
Flavonoids	0.05874636749049541	0.04966284166549682	0.04160309715043145	0.17143940719465986	0.02619122217501587
