Code	Gallic acid	3-Hydroxytyrosol	Vanillic acid	Epicatechin	Rosmarinic acid	4-Hydroxybenzoic acid	Chlorogenic acid	Caffeic acid	Syringic acid	p-Coumaric acid	Resveratrol	Salicylic acid	Quercetin 3-glucoside	Myricetin	Quercetin dihydrate	5,7-Dimethoxycoumarin	Genistein	Kaempferol	Caffeic acid 1,1-dMAE	Chrysin	Caffeic acid PhEE
Foevul1	0.1209428960378305	0.02358007723018522	0.07420867100337973	0.07873583962683252	0.05730830074918664	0.3514669731507199	0.21071802084460314	0.1423702556158017	0.19376683900094663	0.12044782690735267	0.04783408881769539	0.3897719036649601	0.00015952734327150694	0.04602619037070324	0.10557024838454618	0.05314985969157892	0.03779504399617638	0.018346739688516172	0.00036503891452579384	0.00864304235090752	0.005709748166074264
Foevul2	0.0	0.0102729236206558	0.3461133117709053	0.23046701466015107	0.05140833159219573	0.5048686268875906	0.2780121894045945	0.6644461657629744	0.2984053010995413	0.08258381030253477	0.06330731740567808	0.8565545958572426	2.8487025584197738e-05	0.015528775862832842	0.17046105188537777	0.08849728393790388	0.21941714257702394	0.041040561355468075	0.004290929127350369	0.03103637935098609	0.057891552597746344
Foevul3	0.0	0.014375286340729106	0.3706799433077734	0.2930156041759218	0.07532658766876597	0.8480988411071737	0.24209311551083704	0.7115414407436096	0.23920483506881235	0.2898924460657903	0.12717698783272555	1.0	0.0007093269370465222	0.060491654904839966	0.07506066472176025	0.06306155549262416	0.3326552121375524	0.14951223686462434	0.00366416419863627	0.021921898326392707	0.02979656658852
Orivul1	0.08633660528766927	0.008490084429609267	0.16189991641530688	0.027126832518880498	0.2878050721825906	0.27328161414934715	0.1546756103718129	0.31076684740511223	0.13551299788829824	0.11547896094093969	0.16042398009611128	0.06811036889654185	0.03593353407190695	0.23112780622416884	0.2814025138370096	0.27307365548490076	0.46672712566484476	0.9858976553140508	0.04877746401267306	0.28082030329221336	0.2190501399077365
Orivul2	0.9620262234004443	0.04101053733883108	1.0	0.1263535650821857	0.17681003691211733	0.5824474028669029	0.4688953802877853	0.5652982184353215	0.20352435738731522	0.23680734637398582	0.288367812957977	0.600778325077671	1.0000000000000002	1.0	1.0	1.0	1.0	0.5277083689885332	0.0003374888077691301	0.25072680128859903	0.2623459124253195
Orivul3	0.8260371139929785	0.04005759539236862	0.8999527564778137	0.1072995335406486	1.0	0.5391884557673275	0.4220130549244473	0.4856700232378001	0.20133983834559088	0.25334926724951257	0.286169523874442	0.48402494702680743	0.8803345516284607	0.8030532225295417	0.8749897756086922	0.7954328965321937	0.9487487438417609	1.0	0.40788621805909503	0.2583483931798538	0.2638206155940407
Thyvul1	0.7713692054166369	0.012024347143137638	0.1487444125449722	0.03932974233673923	0.22294520888676636	0.6186827570794625	0.14223376248692707	0.28551510457010065	0.7405519551445423	0.24586451978111834	0.45864149142837674	0.2551761387505251	0.09060583357309913	0.17904137420330765	0.3975243340513128	0.3482352032541256	0.2222603495183705	0.7549204175937017	0.04177284936979131	0.24169089337628663	0.4101187325115329
Thyvul2	0.11814859926918393	0.011039989528110479	0.4333321219609696	0.14072912039093738	0.5780576863763444	0.7020081090572423	0.2684193443687115	0.8317583268783889	0.36168353600815556	0.33039813824768854	0.14822262363245972	0.39190929696841	0.17040368963955368	0.4642176750191459	0.6329852496114732	0.35525062430811216	0.20510306625162378	0.2698271435906212	0.0927061092361733	0.16846075273041566	0.9999999999999999
Thyvul3	0.9590169807265173	0.005660056286406179	0.3214376567212996	0.047020768547312304	0.4834293446358037	0.8244101778246018	0.07061199466262758	0.6170410534469404	0.7417170319667953	0.4384552487577836	1.0	0.02238030828320692	0.012827707620564215	0.3834471540598872	0.44791013441666444	0.9790824601601318	0.5506507512439031	0.2711963032688687	1.0	0.9999999999999999	0.19337517961128337
Valoff1	0.698072651715985	0.19167222985797502	0.5209870262019842	0.21520990670812973	0.23758071416490067	1.0	0.9792275235313209	1.0	0.37894123643777766	0.3760613875086483	0.312889812889813	0.14445639579168956	0.1814765964841313	0.19079476192585937	0.8397633394225265	0.3102103339082975	0.3908184024118238	0.18651377716926235	0.01965011364419037	0.14583169639349414	0.14951221356726915
Valoff2	1.0	0.14155638458014266	0.0	0.4680558640604176	0.0476375249977614	0.19694792963636945	0.02975224494211836	0.0	0.14541615087744847	0.15114158123152402	0.35583313452165916	0.03151616432538235	0.20726590074550544	0.044390083356013084	0.13400768874226354	0.05900677084674202	0.09002671634108679	0.024884477152147866	0.0003030511743233005	0.004007228726329849	0.008205399682371625
Valoff3	0.40144730242888876	0.292448458668761	0.4779590798415525	1.0000000000000002	0.10143370245450656	0.842926922708553	1.0000000000000002	0.917428350116189	0.45387023956892153	0.5229259701868042	0.3285504924849188	0.09926183760427293	0.2538393388731103	0.10453046576833737	0.3476020394252529	0.24799835234147724	0.10323782445648176	0.2289234982029779	0.011674357738136236	0.06600141431602106	0.035128185736973454
Pruavi1	0.27971627140502975	0.12748216506315857	0.03561434749427627	0.05044285872945358	0.0008058979792854371	0.14280241356191936	0.09719066681091999	0.06831913245546088	0.07944367581737422	0.01899490533995849	0.021897685832112067	0.0013018248630083233	0.00011679680489521055	0.0006487464951866175	0.0014177822613627071	0.0011070205699868702	0.016152356675408708	0.0018483655656340915	0.001136441903712377	0.0	0.0038947288814943654
