,Comune,Giorno,Tmin,Tmax,Prec,Tipo_Prec,Misura_Prec
1616,Cirigliano,2020-01-01,4.0,7.0,0.0,pioggia,mm
1617,Cirigliano,2020-01-02,4.0,6.0,0.0,pioggia,mm
1618,Cirigliano,2020-01-03,4.0,12.0,0.0,pioggia,mm
1619,Cirigliano,2020-01-04,5.0,9.0,0.0,pioggia,mm
1620,Cirigliano,2020-01-05,1.0,6.2,0.8,pioggia,mm
1621,Cirigliano,2020-01-06,0.0,3.0,0.0,pioggia,mm
1622,Cirigliano,2020-01-07,0.0,7.0,0.0,pioggia,mm
1623,Cirigliano,2020-01-08,1.7,7.0,0.0,pioggia,mm
1624,Cirigliano,2020-01-09,3.0,9.0,0.0,pioggia,mm
1625,Cirigliano,2020-01-10,4.0,10.0,0.0,pioggia,mm
1626,Cirigliano,2020-01-11,4.0,7.0,0.0,pioggia,mm
1627,Cirigliano,2020-01-12,4.0,8.0,0.0,pioggia,mm
1628,Cirigliano,2020-01-13,4.0,7.0,1.1,pioggia,mm
1629,Cirigliano,2020-01-14,4.0,9.0,0.0,pioggia,mm
1630,Cirigliano,2020-01-15,3.7,11.0,0.0,pioggia,mm
1631,Cirigliano,2020-01-16,2.9,10.0,0.0,pioggia,mm
1632,Cirigliano,2020-01-17,3.4,9.5,0.0,pioggia,mm
1633,Cirigliano,2020-01-18,3.2,9.8,1.3,pioggia,mm
1634,Cirigliano,2020-01-19,1.1,8.8,0.0,pioggia,mm
1635,Cirigliano,2020-01-20,4.7,8.0,0.4,pioggia,mm
1636,Cirigliano,2020-01-21,1.9,7.7,0.0,pioggia,mm
1637,Cirigliano,2020-01-22,1.5,9.7,0.0,pioggia,mm
1638,Cirigliano,2020-01-23,4.3,10.7,0.0,pioggia,mm
1639,Cirigliano,2020-01-24,4.8,11.2,0.0,pioggia,mm
1640,Cirigliano,2020-01-25,5.5,13.1,0.0,pioggia,mm
1641,Cirigliano,2020-01-26,6.6,12.1,9.9,pioggia,mm
1642,Cirigliano,2020-01-27,6.0,12.8,1.0,pioggia,mm
1643,Cirigliano,2020-01-28,7.0,12.0,0.0,pioggia,mm
1644,Cirigliano,2020-01-29,6.8,13.4,0.0,pioggia,mm
1645,Cirigliano,2020-01-30,5.0,12.5,0.0,pioggia,mm
1646,Cirigliano,2020-01-31,6.9,14.1,0.0,pioggia,mm
1647,Cirigliano,2020-02-01,7.2,13.8,0.0,pioggia,mm
1648,Cirigliano,2020-02-02,8.5,16.0,0.0,pioggia,mm
1649,Cirigliano,2020-02-03,9.4,18.2,0.0,pioggia,mm
1650,Cirigliano,2020-02-04,5.2,17.5,2.8,neve,cm
1651,Cirigliano,2020-02-05,1.4,5.6,0.1,neve,cm
1652,Cirigliano,2020-02-06,-1.1,4.1,0.6,pioggia,mm
1653,Cirigliano,2020-02-07,1.3,8.9,0.0,pioggia,mm
1654,Cirigliano,2020-02-08,4.1,10.1,0.0,pioggia,mm
1655,Cirigliano,2020-02-09,4.9,12.0,0.0,pioggia,mm
1656,Cirigliano,2020-02-10,4.9,13.2,0.0,pioggia,mm
1657,Cirigliano,2020-02-11,9.4,18.4,0.0,pioggia,mm
1658,Cirigliano,2020-02-12,9.9,13.6,0.0,pioggia,mm
1659,Cirigliano,2020-02-13,6.1,13.8,0.0,pioggia,mm
1660,Cirigliano,2020-02-14,5.7,13.4,8.2,pioggia,mm
1661,Cirigliano,2020-02-15,4.7,11.1,0.0,pioggia,mm
