,Comune,Giorno,Tmin,Tmax,Prec,Tipo_Prec,Misura_Prec
4268,Potenza,2021-01-01,1.6,9.2,0.3,pioggia,mm
4269,Potenza,2021-01-02,2.4,7.7,7.9,pioggia,mm
4270,Potenza,2021-01-03,2.1,8.4,17.3,pioggia,mm
4271,Potenza,2021-01-04,1.8,6.6,3.4,pioggia,mm
4272,Potenza,2021-01-05,1.5,7.6,2.6,pioggia,mm
4273,Potenza,2021-01-06,3.6,7.1,18.6,pioggia,mm
4274,Potenza,2021-01-07,3.4,7.5,7.4,pioggia,mm
4275,Potenza,2021-01-08,3.0,10.8,8.6,pioggia,mm
4276,Potenza,2021-01-09,2.3,5.4,13.4,pioggia,mm
4277,Potenza,2021-01-10,2.3,11.2,29.7,pioggia,mm
4278,Potenza,2021-01-11,2.0,4.8,3.5,pioggia,mm
4279,Potenza,2021-01-12,1.0,3.7,0.0,pioggia,mm
4280,Potenza,2021-01-13,1.4,8.0,0.0,pioggia,mm
4281,Potenza,2021-01-14,0.5,8.0,0.0,pioggia,mm
4282,Potenza,2021-01-15,-1.5,3.6,3.2,neve,cm
4283,Potenza,2021-01-16,-2.8,1.1,1.7,neve,cm
4284,Potenza,2021-01-17,-4.3,2.3,3.8,neve,cm
4285,Potenza,2021-01-18,-2.3,0.6,2.8,neve,cm
4286,Potenza,2021-01-19,-2.4,5.6,0.0,pioggia,mm
4287,Potenza,2021-01-20,2.6,9.4,0.0,pioggia,mm
4288,Potenza,2021-01-21,3.5,9.2,0.0,pioggia,mm
4289,Potenza,2021-01-22,6.8,9.0,0.0,pioggia,mm
4290,Potenza,2021-01-23,2.7,8.7,24.2,pioggia,mm
4291,Potenza,2021-01-24,3.7,7.0,19.0,pioggia,mm
4292,Potenza,2021-01-25,1.7,7.6,5.4,pioggia,mm
4293,Potenza,2021-01-26,-1.1,5.7,3.1,neve,cm
4294,Potenza,2021-01-27,-2.1,5.1,0.0,neve,cm
4295,Potenza,2021-01-28,-1.6,7.6,0.0,pioggia,mm
4296,Potenza,2021-01-29,4.6,10.0,0.5,pioggia,mm
4297,Potenza,2021-01-30,6.6,11.9,0.0,pioggia,mm
4298,Potenza,2021-01-31,4.9,7.6,16.5,pioggia,mm
4299,Potenza,2021-02-01,4.4,10.2,5.2,pioggia,mm
4300,Potenza,2021-02-02,4.4,9.3,5.0,pioggia,mm
4301,Potenza,2021-02-03,3.7,12.0,0.0,pioggia,mm
4302,Potenza,2021-02-04,6.9,16.2,0.0,pioggia,mm
4303,Potenza,2021-02-05,7.9,21.0,0.0,pioggia,mm
4304,Potenza,2021-02-06,9.6,20.0,0.0,pioggia,mm
4305,Potenza,2021-02-07,7.1,18.5,14.6,pioggia,mm
4306,Potenza,2021-02-08,6.0,9.4,11.4,pioggia,mm
4307,Potenza,2021-02-09,5.4,9.0,15.4,pioggia,mm
4308,Potenza,2021-02-10,7.3,12.7,23.4,pioggia,mm
4309,Potenza,2021-02-11,4.9,11.2,3.4,pioggia,mm
4310,Potenza,2021-02-12,1.8,5.9,0.6,neve,cm
4311,Potenza,2021-02-13,-4.0,2.3,15.3,neve,cm
4312,Potenza,2021-02-14,-6.2,-2.3,8.5,neve,cm
4313,Potenza,2021-02-15,-4.2,0.3,5.9,neve,cm
4314,Potenza,2021-02-16,-4.2,5.6,0.0,pioggia,mm
4315,Potenza,2021-02-17,0.5,5.7,0.0,pioggia,mm
4316,Potenza,2021-02-18,2.1,10.9,0.0,pioggia,mm
4317,Potenza,2021-02-19,1.4,12.0,0.0,pioggia,mm
4318,Potenza,2021-02-20,3.2,16.5,0.0,pioggia,mm
4319,Potenza,2021-02-21,2.5,13.7,0.0,pioggia,mm
4320,Potenza,2021-02-22,2.0,13.6,0.0,pioggia,mm
4321,Potenza,2021-02-23,1.4,16.4,0.0,pioggia,mm
4322,Potenza,2021-02-24,6.6,17.7,0.0,pioggia,mm
4323,Potenza,2021-02-25,4.4,16.8,0.0,pioggia,mm
