,Comune,Giorno,Tmin,Tmax,Prec,Tipo_Prec,Misura_Prec
3506,Pignola,2021-01-01,2.5,7.3,0.3,pioggia,mm
3507,Pignola,2021-01-02,2.5,9.1,7.6,pioggia,mm
3508,Pignola,2021-01-03,1.8,6.4,13.7,neve,cm
3509,Pignola,2021-01-04,1.2,4.9,4.5,pioggia,mm
3510,Pignola,2021-01-05,1.6,5.8,2.6,pioggia,mm
3511,Pignola,2021-01-06,2.3,5.8,22.8,pioggia,mm
3512,Pignola,2021-01-07,2.7,7.5,7.1,pioggia,mm
3513,Pignola,2021-01-08,2.1,10.4,8.4,pioggia,mm
3514,Pignola,2021-01-09,2.1,4.8,13.0,pioggia,mm
3515,Pignola,2021-01-10,2.6,11.4,26.8,pioggia,mm
3516,Pignola,2021-01-11,1.3,4.8,0.5,pioggia,mm
3517,Pignola,2021-01-12,0.6,2.4,0.0,pioggia,mm
3518,Pignola,2021-01-13,0.8,7.0,0.0,pioggia,mm
3519,Pignola,2021-01-14,-0.1,7.2,0.0,pioggia,mm
3520,Pignola,2021-01-15,-2.0,2.8,2.2,neve,cm
3521,Pignola,2021-01-16,-4.3,-0.2,2.3,neve,cm
3522,Pignola,2021-01-17,-4.8,1.9,4.5,neve,cm
3523,Pignola,2021-01-18,-3.5,-0.5,3.7,neve,cm
3524,Pignola,2021-01-19,-2.2,4.4,0.0,pioggia,mm
3525,Pignola,2021-01-20,3.3,7.4,0.0,pioggia,mm
3526,Pignola,2021-01-21,5.1,8.8,2.4,pioggia,mm
3527,Pignola,2021-01-22,6.3,8.3,0.0,pioggia,mm
3528,Pignola,2021-01-23,2.3,8.0,27.5,pioggia,mm
3529,Pignola,2021-01-24,3.0,6.7,23.0,pioggia,mm
3530,Pignola,2021-01-25,1.6,6.6,9.6,pioggia,mm
3531,Pignola,2021-01-26,-2.0,4.7,3.9,neve,cm
3532,Pignola,2021-01-27,-2.8,2.9,3.2,neve,cm
3533,Pignola,2021-01-28,-0.3,6.6,0.0,pioggia,mm
3534,Pignola,2021-01-29,5.0,9.3,0.5,pioggia,mm
3535,Pignola,2021-01-30,5.9,10.6,0.0,pioggia,mm
3536,Pignola,2021-01-31,4.0,7.7,16.7,pioggia,mm
3537,Pignola,2021-02-01,3.9,8.8,7.3,pioggia,mm
3538,Pignola,2021-02-02,4.4,8.5,4.8,pioggia,mm
3539,Pignola,2021-02-03,4.9,11.1,0.0,pioggia,mm
3540,Pignola,2021-02-04,5.2,15.4,0.0,pioggia,mm
3541,Pignola,2021-02-05,9.5,19.0,0.0,pioggia,mm
3542,Pignola,2021-02-06,10.9,19.4,0.0,pioggia,mm
3543,Pignola,2021-02-07,6.3,18.3,16.0,pioggia,mm
3544,Pignola,2021-02-08,5.0,7.2,12.3,pioggia,mm
3545,Pignola,2021-02-09,3.6,8.1,21.0,pioggia,mm
3546,Pignola,2021-02-10,6.3,10.4,26.7,pioggia,mm
3547,Pignola,2021-02-11,3.9,9.2,3.1,pioggia,mm
3548,Pignola,2021-02-12,1.0,4.1,0.0,pioggia,mm
3549,Pignola,2021-02-13,-5.3,1.6,17.8,neve,cm
3550,Pignola,2021-02-14,-8.0,-4.8,6.0,neve,cm
3551,Pignola,2021-02-15,-6.2,-0.5,8.1,neve,cm
3552,Pignola,2021-02-16,-4.1,5.0,0.0,pioggia,mm
3553,Pignola,2021-02-17,1.1,5.1,0.0,pioggia,mm
3554,Pignola,2021-02-18,2.5,11.0,0.0,pioggia,mm
3555,Pignola,2021-02-19,2.9,10.9,0.0,pioggia,mm
3556,Pignola,2021-02-20,3.7,15.2,0.0,pioggia,mm
3557,Pignola,2021-02-21,1.7,14.9,0.0,pioggia,mm
3558,Pignola,2021-02-22,3.3,15.4,0.0,pioggia,mm
3559,Pignola,2021-02-23,2.4,16.8,0.0,pioggia,mm
3560,Pignola,2021-02-24,6.7,17.6,0.0,pioggia,mm
3561,Pignola,2021-02-25,7.3,19.1,0.0,pioggia,mm
3562,Pignola,2021-02-26,6.3,19.0,0.0,pioggia,mm
3563,Pignola,2021-02-27,7.1,17.5,0.0,pioggia,mm
3564,Pignola,2021-02-28,2.1,8.9,0.0,pioggia,mm
3565,Pignola,2021-03-01,0.4,13.4,0.0,pioggia,mm
3566,Pignola,2021-03-02,2.0,12.5,0.0,pioggia,mm
3567,Pignola,2021-03-03,2.6,15.7,0.0,pioggia,mm
3568,Pignola,2021-03-04,3.1,12.0,0.0,pioggia,mm
3569,Pignola,2021-03-05,2.4,8.9,0.0,pioggia,mm
3570,Pignola,2021-03-06,3.4,10.1,0.5,pioggia,mm
3571,Pignola,2021-03-07,1.2,9.9,1.3,pioggia,mm
3572,Pignola,2021-03-08,4.4,11.4,3.1,pioggia,mm
3573,Pignola,2021-03-09,3.5,10.7,19.6,pioggia,mm
3574,Pignola,2021-03-10,0.8,6.1,8.8,pioggia,mm
3575,Pignola,2021-03-11,-0.3,9.5,0.1,pioggia,mm
3576,Pignola,2021-03-12,4.1,10.7,0.0,pioggia,mm
3577,Pignola,2021-03-13,5.9,12.4,0.2,pioggia,mm
3578,Pignola,2021-03-14,2.6,9.3,4.9,pioggia,mm
3579,Pignola,2021-03-15,-0.4,5.0,4.7,neve,cm
3580,Pignola,2021-03-16,0.5,7.6,3.0,neve,cm
3581,Pignola,2021-03-17,-0.2,5.7,3.2,neve,cm
3582,Pignola,2021-03-18,-1.0,4.9,0.6,neve,cm
3583,Pignola,2021-03-19,-2.0,3.6,2.7,neve,cm
3584,Pignola,2021-03-20,-0.9,0.7,23.9,neve,cm
3585,Pignola,2021-03-21,-2.4,2.2,6.5,neve,cm
3586,Pignola,2021-03-22,-2.3,3.2,0.4,neve,cm
3587,Pignola,2021-03-23,-1.7,0.2,9.5,neve,cm
3588,Pignola,2021-03-24,-2.4,3.9,0.0,pioggia,mm
3589,Pignola,2021-03-25,0.5,7.5,0.0,pioggia,mm
3590,Pignola,2021-03-26,3.6,12.6,0.0,pioggia,mm
3591,Pignola,2021-03-27,3.2,12.8,0.0,pioggia,mm
3592,Pignola,2021-03-28,5.3,16.9,0.0,pioggia,mm
3593,Pignola,2021-03-29,7.0,13.5,0.0,pioggia,mm
3594,Pignola,2021-03-30,5.3,15.9,0.0,pioggia,mm
