,Comune,Giorno,Tmin,Tmax,Prec,Tipo_Prec,Misura_Prec
854,Calvello,2020-01-01,2.7,8.0,0.0,pioggia,mm
855,Calvello,2020-01-02,2.3,7.0,0.0,pioggia,mm
856,Calvello,2020-01-03,2.0,12.0,0.0,pioggia,mm
857,Calvello,2020-01-04,4.0,9.0,0.0,pioggia,mm
858,Calvello,2020-01-05,0.0,7.0,1.0,pioggia,mm
859,Calvello,2020-01-06,-1.7,1.0,0.3,pioggia,mm
860,Calvello,2020-01-07,-2.0,7.0,0.0,pioggia,mm
861,Calvello,2020-01-08,1.0,7.0,0.0,pioggia,mm
862,Calvello,2020-01-09,1.0,11.0,0.0,pioggia,mm
863,Calvello,2020-01-10,2.0,12.0,0.0,pioggia,mm
864,Calvello,2020-01-11,0.0,9.0,0.0,pioggia,mm
865,Calvello,2020-01-12,3.4,8.0,0.0,pioggia,mm
866,Calvello,2020-01-13,2.0,8.0,0.0,pioggia,mm
867,Calvello,2020-01-14,2.0,10.0,0.0,pioggia,mm
868,Calvello,2020-01-15,2.0,13.0,0.0,pioggia,mm
869,Calvello,2020-01-16,2.0,12.0,0.0,pioggia,mm
870,Calvello,2020-01-17,1.6,12.9,0.0,pioggia,mm
871,Calvello,2020-01-18,2.7,9.1,0.3,pioggia,mm
872,Calvello,2020-01-19,2.9,7.4,0.0,pioggia,mm
873,Calvello,2020-01-20,2.5,7.0,0.3,pioggia,mm
874,Calvello,2020-01-21,0.8,8.2,0.0,pioggia,mm
875,Calvello,2020-01-22,0.7,14.0,0.0,pioggia,mm
876,Calvello,2020-01-23,2.1,14.9,0.0,pioggia,mm
877,Calvello,2020-01-24,0.6,15.9,0.0,pioggia,mm
878,Calvello,2020-01-25,3.8,12.5,0.0,pioggia,mm
879,Calvello,2020-01-26,3.9,12.3,8.8,pioggia,mm
880,Calvello,2020-01-27,4.8,12.2,1.0,pioggia,mm
881,Calvello,2020-01-28,3.9,10.9,0.9,pioggia,mm
882,Calvello,2020-01-29,4.4,11.2,0.9,pioggia,mm
883,Calvello,2020-01-30,5.4,13.0,0.0,pioggia,mm
884,Calvello,2020-01-31,4.6,13.5,0.0,pioggia,mm
885,Calvello,2020-02-01,6.2,13.7,0.0,pioggia,mm
886,Calvello,2020-02-02,6.4,14.8,0.0,pioggia,mm
887,Calvello,2020-02-03,7.2,17.2,0.0,pioggia,mm
888,Calvello,2020-02-04,1.4,16.1,5.5,neve,cm
889,Calvello,2020-02-05,-0.7,5.1,6.0,neve,cm
890,Calvello,2020-02-06,-0.2,3.4,0.0,pioggia,mm
891,Calvello,2020-02-07,-0.6,9.7,0.0,pioggia,mm
892,Calvello,2020-02-08,0.2,12.5,0.0,pioggia,mm
893,Calvello,2020-02-09,4.2,14.7,0.0,pioggia,mm
894,Calvello,2020-02-10,3.5,11.6,0.0,pioggia,mm
895,Calvello,2020-02-11,7.4,15.5,0.0,pioggia,mm
896,Calvello,2020-02-12,8.0,14.4,0.0,pioggia,mm
897,Calvello,2020-02-13,2.3,15.5,0.0,pioggia,mm
898,Calvello,2020-02-14,4.0,10.7,7.2,pioggia,mm
899,Calvello,2020-02-15,2.5,11.4,0.0,pioggia,mm
900,Calvello,2020-02-16,0.2,13.6,0.0,pioggia,mm
901,Calvello,2020-02-17,5.9,18.1,0.0,pioggia,mm
902,Calvello,2020-02-18,6.3,16.0,0.0,pioggia,mm
903,Calvello,2020-02-19,5.5,12.6,7.4,pioggia,mm
904,Calvello,2020-02-20,2.9,9.0,0.1,pioggia,mm
905,Calvello,2020-02-21,0.2,12.8,0.0,pioggia,mm
906,Calvello,2020-02-22,0.2,8.5,0.0,pioggia,mm
907,Calvello,2020-02-23,2.2,18.0,0.0,pioggia,mm
908,Calvello,2020-02-24,7.4,16.2,0.0,pioggia,mm
909,Calvello,2020-02-25,8.6,18.0,0.0,pioggia,mm
910,Calvello,2020-02-26,3.3,12.5,3.2,pioggia,mm
911,Calvello,2020-02-27,1.5,7.8,4.3,pioggia,mm
912,Calvello,2020-02-28,2.0,9.5,15.7,pioggia,mm
913,Calvello,2020-02-29,0.1,12.3,0.0,pioggia,mm
914,Calvello,2020-03-01,6.5,15.1,1.2,pioggia,mm
915,Calvello,2020-03-02,8.2,15.6,0.7,pioggia,mm
916,Calvello,2020-03-03,3.1,10.6,13.0,pioggia,mm
917,Calvello,2020-03-04,4.0,10.5,0.0,pioggia,mm
918,Calvello,2020-03-05,2.5,12.8,0.0,pioggia,mm
919,Calvello,2020-03-06,4.9,12.8,3.4,pioggia,mm
920,Calvello,2020-03-07,3.4,7.4,11.8,pioggia,mm
921,Calvello,2020-03-08,1.9,7.7,4.5,pioggia,mm
922,Calvello,2020-03-09,1.1,10.9,0.0,pioggia,mm
923,Calvello,2020-03-10,1.2,10.1,0.0,pioggia,mm
924,Calvello,2020-03-11,3.0,15.6,0.0,pioggia,mm
925,Calvello,2020-03-12,8.6,22.0,0.0,pioggia,mm
926,Calvello,2020-03-13,11.9,21.3,0.0,pioggia,mm
927,Calvello,2020-03-14,8.2,20.4,2.7,pioggia,mm
928,Calvello,2020-03-15,2.7,10.8,0.0,pioggia,mm
929,Calvello,2020-03-16,2.2,14.8,0.0,pioggia,mm
930,Calvello,2020-03-17,2.5,17.2,0.0,pioggia,mm
931,Calvello,2020-03-18,2.3,16.5,0.0,pioggia,mm
932,Calvello,2020-03-19,3.5,17.0,0.0,pioggia,mm
933,Calvello,2020-03-20,5.3,18.0,0.0,pioggia,mm
934,Calvello,2020-03-21,7.0,18.9,0.0,pioggia,mm
935,Calvello,2020-03-22,6.4,12.5,3.6,pioggia,mm
936,Calvello,2020-03-23,-3.5,5.6,1.2,pioggia,mm
937,Calvello,2020-03-24,-3.7,3.7,0.0,pioggia,mm
938,Calvello,2020-03-25,-3.0,0.4,10.5,neve,cm
939,Calvello,2020-03-26,1.0,7.3,48.3,pioggia,mm
940,Calvello,2020-03-27,3.5,8.4,1.6,pioggia,mm
941,Calvello,2020-03-28,1.1,9.6,0.0,pioggia,mm
942,Calvello,2020-03-29,3.4,12.3,0.3,pioggia,mm
943,Calvello,2020-03-30,5.1,14.1,0.0,pioggia,mm
944,Calvello,2020-03-31,2.4,10.7,4.5,pioggia,mm
945,Calvello,2020-04-01,-5.9,2.7,3.6,neve,cm
946,Calvello,2020-04-02,-6.2,9.8,0.0,pioggia,mm
947,Calvello,2020-04-03,1.2,10.1,0.7,pioggia,mm
948,Calvello,2020-04-04,1.6,11.0,0.1,pioggia,mm
949,Calvello,2020-04-05,2.2,12.3,0.0,pioggia,mm
950,Calvello,2020-04-06,4.9,13.4,0.0,pioggia,mm
951,Calvello,2020-04-07,4.6,15.7,0.0,pioggia,mm
952,Calvello,2020-04-08,3.8,15.6,0.0,pioggia,mm
953,Calvello,2020-04-09,4.4,18.1,0.0,pioggia,mm
954,Calvello,2020-04-10,3.5,20.8,0.0,pioggia,mm
955,Calvello,2020-04-11,7.3,21.7,0.0,pioggia,mm
956,Calvello,2020-04-12,8.7,20.7,0.0,pioggia,mm
957,Calvello,2020-04-13,9.1,20.8,0.0,pioggia,mm
958,Calvello,2020-04-14,7.9,18.7,15.9,pioggia,mm
959,Calvello,2020-04-15,2.8,13.3,2.7,pioggia,mm
960,Calvello,2020-04-16,2.5,20.5,0.0,pioggia,mm
961,Calvello,2020-04-17,7.8,22.1,0.0,pioggia,mm
