,Comune,Giorno,Tmin,Tmax,Prec,Tipo_Prec,Misura_Prec
6188,Trivigno,2020-01-01,2.7,8.0,0.0,pioggia,mm
6189,Trivigno,2020-01-02,2.3,7.0,0.0,pioggia,mm
6190,Trivigno,2020-01-03,2.0,12.0,0.0,pioggia,mm
6191,Trivigno,2020-01-04,4.0,9.0,0.0,pioggia,mm
6192,Trivigno,2020-01-05,0.0,7.0,1.0,pioggia,mm
6193,Trivigno,2020-01-06,-1.7,1.0,0.3,pioggia,mm
6194,Trivigno,2020-01-07,-2.0,7.0,0.0,pioggia,mm
6195,Trivigno,2020-01-08,1.0,7.0,0.0,pioggia,mm
6196,Trivigno,2020-01-09,1.0,11.0,0.0,pioggia,mm
6197,Trivigno,2020-01-10,2.0,12.0,0.0,pioggia,mm
6198,Trivigno,2020-01-11,0.0,9.0,0.0,pioggia,mm
6199,Trivigno,2020-01-12,3.4,8.0,0.0,pioggia,mm
6200,Trivigno,2020-01-13,2.0,8.0,0.0,pioggia,mm
6201,Trivigno,2020-01-14,2.0,10.0,0.0,pioggia,mm
6202,Trivigno,2020-01-15,2.0,13.0,0.0,pioggia,mm
6203,Trivigno,2020-01-16,2.0,12.0,0.0,pioggia,mm
6204,Trivigno,2020-01-17,1.4,12.6,0.0,pioggia,mm
6205,Trivigno,2020-01-18,1.7,9.8,0.3,pioggia,mm
6206,Trivigno,2020-01-19,3.6,6.5,0.0,pioggia,mm
6207,Trivigno,2020-01-20,2.2,6.4,0.5,pioggia,mm
6208,Trivigno,2020-01-21,0.7,7.3,0.0,pioggia,mm
6209,Trivigno,2020-01-22,-0.3,12.4,0.0,pioggia,mm
6210,Trivigno,2020-01-23,1.0,13.4,0.0,pioggia,mm
6211,Trivigno,2020-01-24,-1.9,14.8,0.0,pioggia,mm
6212,Trivigno,2020-01-25,3.7,13.1,0.0,pioggia,mm
6213,Trivigno,2020-01-26,3.0,11.4,8.8,pioggia,mm
6214,Trivigno,2020-01-27,5.1,12.2,1.0,pioggia,mm
6215,Trivigno,2020-01-28,4.3,11.6,0.9,pioggia,mm
6216,Trivigno,2020-01-29,4.9,11.5,0.9,pioggia,mm
6217,Trivigno,2020-01-30,4.8,12.9,0.0,pioggia,mm
6218,Trivigno,2020-01-31,4.2,13.2,0.0,pioggia,mm
6219,Trivigno,2020-02-01,5.4,13.0,0.0,pioggia,mm
6220,Trivigno,2020-02-02,5.8,15.2,0.0,pioggia,mm
6221,Trivigno,2020-02-03,6.8,16.4,0.0,pioggia,mm
6222,Trivigno,2020-02-04,1.9,16.2,5.3,neve,cm
6223,Trivigno,2020-02-05,0.1,5.4,4.7,neve,cm
6224,Trivigno,2020-02-06,1.3,5.3,0.0,pioggia,mm
6225,Trivigno,2020-02-07,0.0,10.2,0.0,pioggia,mm
6226,Trivigno,2020-02-08,-0.6,12.4,0.0,pioggia,mm
6227,Trivigno,2020-02-09,2.0,14.6,0.0,pioggia,mm
6228,Trivigno,2020-02-10,4.0,12.6,0.0,pioggia,mm
6229,Trivigno,2020-02-11,7.8,15.8,0.0,pioggia,mm
6230,Trivigno,2020-02-12,7.4,13.6,0.0,pioggia,mm
6231,Trivigno,2020-02-13,1.7,16.1,0.0,pioggia,mm
6232,Trivigno,2020-02-14,2.5,10.7,6.3,pioggia,mm
6233,Trivigno,2020-02-15,2.6,11.0,0.0,pioggia,mm
6234,Trivigno,2020-02-16,-1.5,13.7,0.0,pioggia,mm
6235,Trivigno,2020-02-17,3.4,17.5,0.0,pioggia,mm
6236,Trivigno,2020-02-18,5.4,15.9,0.0,pioggia,mm
6237,Trivigno,2020-02-19,4.4,12.5,7.4,pioggia,mm
6238,Trivigno,2020-02-20,3.6,8.2,1.0,pioggia,mm
6239,Trivigno,2020-02-21,0.3,13.2,0.0,pioggia,mm
6240,Trivigno,2020-02-22,0.6,8.2,0.0,pioggia,mm
6241,Trivigno,2020-02-23,1.8,17.4,0.0,pioggia,mm
6242,Trivigno,2020-02-24,7.0,15.7,0.0,pioggia,mm
6243,Trivigno,2020-02-25,8.9,18.1,0.0,pioggia,mm
6244,Trivigno,2020-02-26,4.0,13.2,3.2,pioggia,mm
6245,Trivigno,2020-02-27,2.6,8.3,2.8,neve,cm
6246,Trivigno,2020-02-28,2.3,9.7,15.7,pioggia,mm
6247,Trivigno,2020-02-29,-1.1,13.5,0.0,pioggia,mm
6248,Trivigno,2020-03-01,6.5,15.2,1.2,pioggia,mm
6249,Trivigno,2020-03-02,9.4,16.1,0.7,pioggia,mm
6250,Trivigno,2020-03-03,3.3,11.6,13.0,pioggia,mm
6251,Trivigno,2020-03-04,3.6,10.9,0.0,pioggia,mm
6252,Trivigno,2020-03-05,2.3,12.4,0.0,pioggia,mm
6253,Trivigno,2020-03-06,5.5,13.5,2.7,pioggia,mm
6254,Trivigno,2020-03-07,3.9,8.1,11.8,pioggia,mm
6255,Trivigno,2020-03-08,1.7,7.4,4.8,pioggia,mm
6256,Trivigno,2020-03-09,0.5,11.0,0.0,pioggia,mm
6257,Trivigno,2020-03-10,2.7,10.0,0.0,pioggia,mm
6258,Trivigno,2020-03-11,2.3,16.1,0.0,pioggia,mm
6259,Trivigno,2020-03-12,7.2,22.8,0.0,pioggia,mm
6260,Trivigno,2020-03-13,10.5,21.4,0.0,pioggia,mm
6261,Trivigno,2020-03-14,7.7,20.1,2.7,pioggia,mm
6262,Trivigno,2020-03-15,3.8,11.0,0.0,pioggia,mm
6263,Trivigno,2020-03-16,1.7,15.0,0.0,pioggia,mm
6264,Trivigno,2020-03-17,2.1,17.2,0.0,pioggia,mm
6265,Trivigno,2020-03-18,1.8,17.0,0.0,pioggia,mm
6266,Trivigno,2020-03-19,3.5,17.5,0.0,pioggia,mm
6267,Trivigno,2020-03-20,4.6,18.4,0.0,pioggia,mm
6268,Trivigno,2020-03-21,5.8,18.7,0.0,pioggia,mm
6269,Trivigno,2020-03-22,5.7,12.2,3.6,pioggia,mm
6270,Trivigno,2020-03-23,-2.1,5.8,1.2,pioggia,mm
6271,Trivigno,2020-03-24,-3.6,3.4,0.0,pioggia,mm
6272,Trivigno,2020-03-25,-3.1,1.4,10.4,neve,cm
6273,Trivigno,2020-03-26,1.4,8.8,50.5,neve,cm
6274,Trivigno,2020-03-27,4.9,9.7,1.6,pioggia,mm
6275,Trivigno,2020-03-28,2.6,9.7,0.1,pioggia,mm
6276,Trivigno,2020-03-29,2.7,12.4,0.3,pioggia,mm
6277,Trivigno,2020-03-30,4.3,14.4,0.0,pioggia,mm
6278,Trivigno,2020-03-31,2.1,10.4,4.5,pioggia,mm
6279,Trivigno,2020-04-01,-5.5,2.5,7.3,neve,cm
6280,Trivigno,2020-04-02,-5.9,9.6,0.0,pioggia,mm
6281,Trivigno,2020-04-03,1.5,10.3,0.7,pioggia,mm
6282,Trivigno,2020-04-04,2.2,12.3,0.0,pioggia,mm
6283,Trivigno,2020-04-05,2.7,12.5,0.0,pioggia,mm
6284,Trivigno,2020-04-06,4.8,13.7,0.0,pioggia,mm
6285,Trivigno,2020-04-07,4.1,16.4,0.0,pioggia,mm
6286,Trivigno,2020-04-08,3.1,15.9,0.0,pioggia,mm
