,Comune,Giorno,Tmin,Tmax,Prec,Tipo_Prec,Misura_Prec
92,Accettura,2020-01-01,4.0,7.0,0.0,pioggia,mm
93,Accettura,2020-01-02,4.0,6.0,0.0,pioggia,mm
94,Accettura,2020-01-03,4.0,12.0,0.0,pioggia,mm
95,Accettura,2020-01-04,5.0,9.0,0.0,pioggia,mm
96,Accettura,2020-01-05,1.0,6.2,0.8,pioggia,mm
97,Accettura,2020-01-06,0.0,3.0,0.0,pioggia,mm
98,Accettura,2020-01-07,0.0,7.0,0.0,pioggia,mm
99,Accettura,2020-01-08,1.7,7.0,0.0,pioggia,mm
100,Accettura,2020-01-09,3.0,9.0,0.0,pioggia,mm
101,Accettura,2020-01-10,4.0,10.0,0.0,pioggia,mm
102,Accettura,2020-01-11,4.0,7.0,0.0,pioggia,mm
103,Accettura,2020-01-12,4.0,8.0,0.0,pioggia,mm
104,Accettura,2020-01-13,4.0,7.0,1.1,pioggia,mm
105,Accettura,2020-01-14,4.0,9.0,0.0,pioggia,mm
106,Accettura,2020-01-15,3.7,11.0,0.0,pioggia,mm
107,Accettura,2020-01-16,2.9,10.0,0.0,pioggia,mm
108,Accettura,2020-01-17,2.5,8.7,0.0,pioggia,mm
109,Accettura,2020-01-18,2.9,9.2,1.3,pioggia,mm
110,Accettura,2020-01-19,1.1,7.5,0.0,pioggia,mm
111,Accettura,2020-01-20,3.6,6.9,0.0,pioggia,mm
112,Accettura,2020-01-21,1.5,6.5,0.0,pioggia,mm
113,Accettura,2020-01-22,0.8,9.8,0.0,pioggia,mm
114,Accettura,2020-01-23,3.7,9.0,0.0,pioggia,mm
115,Accettura,2020-01-24,3.6,11.3,0.0,pioggia,mm
116,Accettura,2020-01-25,5.3,12.3,0.0,pioggia,mm
117,Accettura,2020-01-26,5.7,11.4,9.9,pioggia,mm
118,Accettura,2020-01-27,5.4,11.2,1.0,pioggia,mm
119,Accettura,2020-01-28,6.3,11.3,0.0,pioggia,mm
120,Accettura,2020-01-29,6.2,11.9,0.0,pioggia,mm
121,Accettura,2020-01-30,4.9,10.8,0.0,pioggia,mm
122,Accettura,2020-01-31,6.3,13.2,0.0,pioggia,mm
123,Accettura,2020-02-01,6.6,12.9,0.0,pioggia,mm
124,Accettura,2020-02-02,7.9,14.6,0.0,pioggia,mm
125,Accettura,2020-02-03,9.2,17.6,0.0,pioggia,mm
126,Accettura,2020-02-04,4.1,17.0,3.5,neve,cm
