,Comune,Giorno,Tmin,Tmax,Prec,Tipo_Prec,Misura_Prec
2378,Filiano,2020-01-01,4.0,10.0,0.0,pioggia,mm
2379,Filiano,2020-01-02,4.6,9.0,0.0,pioggia,mm
2380,Filiano,2020-01-03,4.0,14.0,0.0,pioggia,mm
2381,Filiano,2020-01-04,6.0,10.0,0.0,pioggia,mm
2382,Filiano,2020-01-05,2.0,7.0,1.0,pioggia,mm
2383,Filiano,2020-01-06,0.3,5.0,0.0,pioggia,mm
2384,Filiano,2020-01-07,0.0,8.0,0.0,pioggia,mm
2385,Filiano,2020-01-08,4.5,9.0,0.0,pioggia,mm
2386,Filiano,2020-01-09,3.0,13.0,0.0,pioggia,mm
2387,Filiano,2020-01-10,3.0,12.0,0.0,pioggia,mm
2388,Filiano,2020-01-11,3.0,10.0,0.0,pioggia,mm
2389,Filiano,2020-01-12,5.0,9.0,0.0,pioggia,mm
2390,Filiano,2020-01-13,4.0,9.0,0.0,pioggia,mm
2391,Filiano,2020-01-14,5.0,12.0,0.0,pioggia,mm
2392,Filiano,2020-01-15,4.0,13.0,0.0,pioggia,mm
2393,Filiano,2020-01-16,5.0,10.0,0.0,pioggia,mm
2394,Filiano,2020-01-17,2.4,10.2,0.0,pioggia,mm
2395,Filiano,2020-01-18,2.0,9.2,0.1,pioggia,mm
2396,Filiano,2020-01-19,3.2,9.1,0.0,pioggia,mm
2397,Filiano,2020-01-20,3.0,7.7,0.9,pioggia,mm
2398,Filiano,2020-01-21,2.0,7.9,0.0,pioggia,mm
2399,Filiano,2020-01-22,0.9,9.8,0.0,pioggia,mm
2400,Filiano,2020-01-23,3.1,11.0,0.0,pioggia,mm
2401,Filiano,2020-01-24,2.8,12.5,0.0,pioggia,mm
2402,Filiano,2020-01-25,4.4,11.6,0.0,pioggia,mm
2403,Filiano,2020-01-26,2.6,10.9,7.8,pioggia,mm
2404,Filiano,2020-01-27,5.0,10.9,1.0,pioggia,mm
2405,Filiano,2020-01-28,5.5,9.9,0.9,pioggia,mm
2406,Filiano,2020-01-29,5.2,12.0,0.0,pioggia,mm
2407,Filiano,2020-01-30,4.0,12.4,0.0,pioggia,mm
2408,Filiano,2020-01-31,5.8,11.3,0.0,pioggia,mm
2409,Filiano,2020-02-01,6.1,12.2,0.0,pioggia,mm
2410,Filiano,2020-02-02,7.6,13.9,0.0,pioggia,mm
2411,Filiano,2020-02-03,8.2,13.6,0.0,pioggia,mm
2412,Filiano,2020-02-04,3.5,12.4,8.7,neve,cm
2413,Filiano,2020-02-05,-0.1,3.1,5.2,neve,cm
2414,Filiano,2020-02-06,-1.6,2.2,0.0,pioggia,mm
2415,Filiano,2020-02-07,-0.6,8.0,0.0,pioggia,mm
2416,Filiano,2020-02-08,-1.6,9.0,0.0,pioggia,mm
2417,Filiano,2020-02-09,1.8,10.2,0.0,pioggia,mm
2418,Filiano,2020-02-10,4.6,11.3,0.0,pioggia,mm
2419,Filiano,2020-02-11,8.6,15.2,0.0,pioggia,mm
2420,Filiano,2020-02-12,6.3,10.9,0.0,pioggia,mm
2421,Filiano,2020-02-13,3.8,12.1,0.0,pioggia,mm
2422,Filiano,2020-02-14,5.4,10.4,8.9,pioggia,mm
2423,Filiano,2020-02-15,2.7,9.7,0.0,pioggia,mm
2424,Filiano,2020-02-16,3.0,12.3,0.0,pioggia,mm
2425,Filiano,2020-02-17,4.5,12.7,0.0,pioggia,mm
2426,Filiano,2020-02-18,5.0,13.6,0.0,pioggia,mm
2427,Filiano,2020-02-19,4.3,11.2,6.5,pioggia,mm
2428,Filiano,2020-02-20,1.0,6.5,2.8,pioggia,mm
2429,Filiano,2020-02-21,0.5,11.4,0.0,pioggia,mm
2430,Filiano,2020-02-22,0.5,8.1,0.0,pioggia,mm
2431,Filiano,2020-02-23,3.0,13.6,0.0,pioggia,mm
2432,Filiano,2020-02-24,7.0,16.6,0.0,pioggia,mm
2433,Filiano,2020-02-25,6.6,13.2,0.0,pioggia,mm
2434,Filiano,2020-02-26,4.0,12.6,7.4,pioggia,mm
2435,Filiano,2020-02-27,2.0,7.4,1.5,pioggia,mm
2436,Filiano,2020-02-28,3.3,10.2,5.6,pioggia,mm
2437,Filiano,2020-02-29,1.0,11.7,0.0,pioggia,mm
2438,Filiano,2020-03-01,6.5,16.2,1.2,pioggia,mm
2439,Filiano,2020-03-02,9.3,15.8,0.0,pioggia,mm
2440,Filiano,2020-03-03,3.6,10.5,8.8,pioggia,mm
2441,Filiano,2020-03-04,3.3,10.9,0.5,pioggia,mm
2442,Filiano,2020-03-05,3.0,11.9,0.7,pioggia,mm
2443,Filiano,2020-03-06,6.2,9.9,2.5,pioggia,mm
2444,Filiano,2020-03-07,4.7,9.2,12.1,pioggia,mm
2445,Filiano,2020-03-08,2.5,7.5,5.8,pioggia,mm
2446,Filiano,2020-03-09,2.1,9.4,0.0,pioggia,mm
2447,Filiano,2020-03-10,2.5,9.6,0.0,pioggia,mm
2448,Filiano,2020-03-11,4.1,14.6,0.0,pioggia,mm
2449,Filiano,2020-03-12,7.2,18.1,0.0,pioggia,mm
2450,Filiano,2020-03-13,8.9,15.9,0.0,pioggia,mm
2451,Filiano,2020-03-14,8.1,17.7,2.9,pioggia,mm
2452,Filiano,2020-03-15,2.5,9.3,0.0,pioggia,mm
2453,Filiano,2020-03-16,2.7,13.7,0.0,pioggia,mm
2454,Filiano,2020-03-17,4.6,13.8,0.0,pioggia,mm
2455,Filiano,2020-03-18,4.8,13.6,0.0,pioggia,mm
2456,Filiano,2020-03-19,4.3,16.0,0.0,pioggia,mm
2457,Filiano,2020-03-20,6.2,16.8,0.0,pioggia,mm
2458,Filiano,2020-03-21,7.2,17.3,0.0,pioggia,mm
2459,Filiano,2020-03-22,5.8,13.6,6.3,pioggia,mm
2460,Filiano,2020-03-23,-3.8,6.7,2.8,pioggia,mm
2461,Filiano,2020-03-24,-3.9,1.6,0.1,neve,cm
2462,Filiano,2020-03-25,-3.9,1.9,11.4,neve,cm
2463,Filiano,2020-03-26,1.8,8.2,34.7,pioggia,mm
2464,Filiano,2020-03-27,4.3,10.0,2.8,pioggia,mm
2465,Filiano,2020-03-28,2.5,11.8,1.4,pioggia,mm
2466,Filiano,2020-03-29,2.5,13.5,0.7,pioggia,mm
2467,Filiano,2020-03-30,5.4,13.4,0.0,pioggia,mm
2468,Filiano,2020-03-31,2.0,10.5,4.2,pioggia,mm
2469,Filiano,2020-04-01,-2.3,2.3,3.2,neve,cm
2470,Filiano,2020-04-02,-5.2,9.1,0.0,pioggia,mm
2471,Filiano,2020-04-03,-0.5,11.3,4.5,pioggia,mm
2472,Filiano,2020-04-04,-0.1,11.8,0.0,pioggia,mm
2473,Filiano,2020-04-05,1.5,11.5,0.0,pioggia,mm
2474,Filiano,2020-04-06,5.4,14.8,0.0,pioggia,mm
2475,Filiano,2020-04-07,4.7,14.2,0.0,pioggia,mm
2476,Filiano,2020-04-08,3.6,15.2,0.0,pioggia,mm
2477,Filiano,2020-04-09,4.8,15.9,0.0,pioggia,mm
2478,Filiano,2020-04-10,5.5,17.6,0.0,pioggia,mm
2479,Filiano,2020-04-11,5.9,19.1,0.0,pioggia,mm
2480,Filiano,2020-04-12,7.4,20.1,0.0,pioggia,mm
2481,Filiano,2020-04-13,11.1,19.6,0.0,pioggia,mm
2482,Filiano,2020-04-14,7.7,16.5,14.5,pioggia,mm
2483,Filiano,2020-04-15,1.5,11.9,2.7,pioggia,mm
2484,Filiano,2020-04-16,2.0,17.9,0.0,pioggia,mm
2485,Filiano,2020-04-17,7.4,20.4,0.0,pioggia,mm
2486,Filiano,2020-04-18,9.4,23.3,1.0,pioggia,mm
2487,Filiano,2020-04-19,13.7,24.6,3.4,pioggia,mm
2488,Filiano,2020-04-20,12.8,16.1,18.3,pioggia,mm
2489,Filiano,2020-04-21,10.7,16.2,8.7,pioggia,mm
2490,Filiano,2020-04-22,10.0,13.4,13.8,pioggia,mm
2491,Filiano,2020-04-23,6.2,10.1,10.6,pioggia,mm
2492,Filiano,2020-04-24,4.2,15.5,0.0,pioggia,mm
2493,Filiano,2020-04-25,8.5,17.5,0.0,pioggia,mm
2494,Filiano,2020-04-26,8.0,18.1,3.4,pioggia,mm
2495,Filiano,2020-04-27,7.7,21.6,4.2,pioggia,mm
2496,Filiano,2020-04-28,9.9,17.5,1.4,pioggia,mm
2497,Filiano,2020-04-29,10.9,16.5,0.0,pioggia,mm
2498,Filiano,2020-04-30,9.5,16.7,0.0,pioggia,mm
2499,Filiano,2020-05-01,10.2,18.3,0.0,pioggia,mm
2500,Filiano,2020-05-02,11.1,19.1,9.5,pioggia,mm
2501,Filiano,2020-05-03,9.8,19.1,3.9,pioggia,mm
2502,Filiano,2020-05-04,7.0,16.3,0.0,pioggia,mm
2503,Filiano,2020-05-05,9.7,20.0,0.0,pioggia,mm
2504,Filiano,2020-05-06,12.6,21.6,1.7,pioggia,mm
2505,Filiano,2020-05-07,7.6,15.4,0.0,pioggia,mm
2506,Filiano,2020-05-08,7.9,19.4,0.0,pioggia,mm
2507,Filiano,2020-05-09,11.0,23.8,0.0,pioggia,mm
2508,Filiano,2020-05-10,14.4,22.3,0.0,pioggia,mm
2509,Filiano,2020-05-11,12.8,23.5,1.7,pioggia,mm
2510,Filiano,2020-05-12,11.0,20.6,0.0,pioggia,mm
2511,Filiano,2020-05-13,14.2,28.5,0.0,pioggia,mm
2512,Filiano,2020-05-14,22.4,33.2,0.0,pioggia,mm
2513,Filiano,2020-05-15,19.5,26.5,0.0,pioggia,mm
2514,Filiano,2020-05-16,15.9,29.9,0.0,pioggia,mm
