,Comune,Giorno,Tmin,Tmax,Prec,Tipo_Prec,Misura_Prec
5030,San Mauro Forte,2021-01-01,3.1,10.8,0.0,pioggia,mm
5031,San Mauro Forte,2021-01-02,4.6,10.1,15.1,pioggia,mm
5032,San Mauro Forte,2021-01-03,5.5,11.3,3.0,pioggia,mm
5033,San Mauro Forte,2021-01-04,3.8,10.9,0.0,pioggia,mm
5034,San Mauro Forte,2021-01-05,3.4,11.7,0.0,pioggia,mm
5035,San Mauro Forte,2021-01-06,7.1,11.2,4.4,pioggia,mm
5036,San Mauro Forte,2021-01-07,5.3,10.1,5.7,pioggia,mm
5037,San Mauro Forte,2021-01-08,4.7,9.5,11.6,pioggia,mm
5038,San Mauro Forte,2021-01-09,5.0,6.8,15.1,pioggia,mm
5039,San Mauro Forte,2021-01-10,4.9,9.8,39.4,pioggia,mm
5040,San Mauro Forte,2021-01-11,3.9,7.6,1.0,pioggia,mm
5041,San Mauro Forte,2021-01-12,2.2,7.4,0.0,pioggia,mm
5042,San Mauro Forte,2021-01-13,2.3,13.1,0.0,pioggia,mm
5043,San Mauro Forte,2021-01-14,2.5,13.5,1.4,pioggia,mm
5044,San Mauro Forte,2021-01-15,-0.4,5.4,6.7,neve,cm
5045,San Mauro Forte,2021-01-16,-0.7,3.8,1.8,neve,cm
5046,San Mauro Forte,2021-01-17,-1.1,3.4,6.9,neve,cm
5047,San Mauro Forte,2021-01-18,-0.2,4.0,0.4,pioggia,mm
5048,San Mauro Forte,2021-01-19,0.9,11.5,0.0,pioggia,mm
5049,San Mauro Forte,2021-01-20,4.1,12.0,0.0,pioggia,mm
5050,San Mauro Forte,2021-01-21,6.2,13.7,1.3,pioggia,mm
5051,San Mauro Forte,2021-01-22,9.6,13.2,0.0,pioggia,mm
5052,San Mauro Forte,2021-01-23,5.7,12.0,13.2,pioggia,mm
5053,San Mauro Forte,2021-01-24,6.2,12.7,5.7,pioggia,mm
5054,San Mauro Forte,2021-01-25,3.7,11.4,2.8,pioggia,mm
5055,San Mauro Forte,2021-01-26,0.8,8.8,3.1,pioggia,mm
5056,San Mauro Forte,2021-01-27,1.4,6.6,0.7,neve,cm
5057,San Mauro Forte,2021-01-28,1.2,10.6,0.0,pioggia,mm
5058,San Mauro Forte,2021-01-29,5.4,14.7,0.0,pioggia,mm
5059,San Mauro Forte,2021-01-30,8.6,17.9,0.0,pioggia,mm
5060,San Mauro Forte,2021-01-31,6.3,11.2,6.0,pioggia,mm
5061,San Mauro Forte,2021-02-01,5.7,15.2,5.7,pioggia,mm
5062,San Mauro Forte,2021-02-02,6.5,13.2,9.4,pioggia,mm
5063,San Mauro Forte,2021-02-03,6.8,15.5,0.0,pioggia,mm
5064,San Mauro Forte,2021-02-04,8.9,17.5,0.0,pioggia,mm
5065,San Mauro Forte,2021-02-05,5.8,12.7,0.0,pioggia,mm
5066,San Mauro Forte,2021-02-06,4.1,14.3,0.0,pioggia,mm
5067,San Mauro Forte,2021-02-07,6.9,18.2,3.2,pioggia,mm
5068,San Mauro Forte,2021-02-08,9.2,16.5,5.0,pioggia,mm
5069,San Mauro Forte,2021-02-09,8.4,13.8,14.6,pioggia,mm
5070,San Mauro Forte,2021-02-10,10.8,17.1,11.0,pioggia,mm
5071,San Mauro Forte,2021-02-11,7.6,16.1,2.3,pioggia,mm
5072,San Mauro Forte,2021-02-12,3.0,8.0,0.0,pioggia,mm
5073,San Mauro Forte,2021-02-13,-1.1,3.0,8.2,neve,cm
5074,San Mauro Forte,2021-02-14,-3.1,1.0,10.8,neve,cm
5075,San Mauro Forte,2021-02-15,-1.2,3.1,12.2,neve,cm
5076,San Mauro Forte,2021-02-16,-0.9,9.9,0.0,pioggia,mm
5077,San Mauro Forte,2021-02-17,2.8,11.3,0.0,pioggia,mm
5078,San Mauro Forte,2021-02-18,4.1,14.0,0.0,pioggia,mm
5079,San Mauro Forte,2021-02-19,5.6,13.1,0.0,pioggia,mm
5080,San Mauro Forte,2021-02-20,6.1,15.5,0.0,pioggia,mm
5081,San Mauro Forte,2021-02-21,6.7,12.8,0.0,pioggia,mm
5082,San Mauro Forte,2021-02-22,4.9,12.8,0.0,pioggia,mm
5083,San Mauro Forte,2021-02-23,5.3,16.6,0.0,pioggia,mm
5084,San Mauro Forte,2021-02-24,12.5,18.6,0.0,pioggia,mm
5085,San Mauro Forte,2021-02-25,10.2,18.7,0.0,pioggia,mm
5086,San Mauro Forte,2021-02-26,9.9,19.9,0.0,pioggia,mm
5087,San Mauro Forte,2021-02-27,10.6,19.4,0.0,pioggia,mm
5088,San Mauro Forte,2021-02-28,5.0,13.6,0.0,pioggia,mm
5089,San Mauro Forte,2021-03-01,4.4,13.7,0.0,pioggia,mm
5090,San Mauro Forte,2021-03-02,5.3,14.0,0.0,pioggia,mm
5091,San Mauro Forte,2021-03-03,6.2,16.6,0.0,pioggia,mm
5092,San Mauro Forte,2021-03-04,7.4,15.8,0.0,pioggia,mm
5093,San Mauro Forte,2021-03-05,4.7,16.4,0.0,pioggia,mm
5094,San Mauro Forte,2021-03-06,7.0,15.0,0.5,pioggia,mm
5095,San Mauro Forte,2021-03-07,3.9,13.5,0.3,pioggia,mm
5096,San Mauro Forte,2021-03-08,5.7,13.1,1.2,pioggia,mm
5097,San Mauro Forte,2021-03-09,7.4,16.8,4.3,pioggia,mm
5098,San Mauro Forte,2021-03-10,5.2,9.4,20.7,pioggia,mm
5099,San Mauro Forte,2021-03-11,3.9,12.9,1.1,pioggia,mm
5100,San Mauro Forte,2021-03-12,6.6,17.2,0.0,pioggia,mm
5101,San Mauro Forte,2021-03-13,9.8,16.2,0.3,pioggia,mm
5102,San Mauro Forte,2021-03-14,6.6,18.2,1.0,pioggia,mm
5103,San Mauro Forte,2021-03-15,2.6,9.7,2.4,pioggia,mm
5104,San Mauro Forte,2021-03-16,2.2,12.3,2.2,pioggia,mm
5105,San Mauro Forte,2021-03-17,2.6,10.5,0.5,pioggia,mm
5106,San Mauro Forte,2021-03-18,0.8,8.5,0.1,pioggia,mm
5107,San Mauro Forte,2021-03-19,1.7,8.9,3.0,pioggia,mm
5108,San Mauro Forte,2021-03-20,0.4,3.7,24.8,neve,cm
5109,San Mauro Forte,2021-03-21,1.4,6.3,19.9,neve,cm
5110,San Mauro Forte,2021-03-22,2.8,7.8,1.5,pioggia,mm
