,Comune,Giorno,Tmin,Tmax,Prec,Tipo_Prec,Misura_Prec
5426,Tricarico,2020-01-01,4.0,7.0,0.0,pioggia,mm
5427,Tricarico,2020-01-02,4.0,6.0,0.0,pioggia,mm
5428,Tricarico,2020-01-03,4.0,12.0,0.0,pioggia,mm
5429,Tricarico,2020-01-04,5.0,9.0,0.0,pioggia,mm
5430,Tricarico,2020-01-05,1.0,6.2,0.8,pioggia,mm
5431,Tricarico,2020-01-06,0.0,3.0,0.0,pioggia,mm
5432,Tricarico,2020-01-07,0.0,7.0,0.0,pioggia,mm
5433,Tricarico,2020-01-08,1.7,7.0,0.0,pioggia,mm
5434,Tricarico,2020-01-09,3.0,9.0,0.0,pioggia,mm
5435,Tricarico,2020-01-10,4.0,10.0,0.0,pioggia,mm
5436,Tricarico,2020-01-11,4.0,7.0,0.0,pioggia,mm
5437,Tricarico,2020-01-12,4.0,8.0,0.0,pioggia,mm
5438,Tricarico,2020-01-13,4.0,7.0,1.1,pioggia,mm
5439,Tricarico,2020-01-14,4.0,9.0,0.0,pioggia,mm
5440,Tricarico,2020-01-15,3.7,11.0,0.0,pioggia,mm
5441,Tricarico,2020-01-16,2.9,10.0,0.0,pioggia,mm
5442,Tricarico,2020-01-17,1.9,9.7,0.0,pioggia,mm
5443,Tricarico,2020-01-18,3.0,10.3,1.3,pioggia,mm
5444,Tricarico,2020-01-19,3.3,8.2,0.0,pioggia,mm
5445,Tricarico,2020-01-20,4.0,8.3,0.0,pioggia,mm
5446,Tricarico,2020-01-21,2.1,7.9,0.0,pioggia,mm
5447,Tricarico,2020-01-22,1.7,9.7,0.0,pioggia,mm
5448,Tricarico,2020-01-23,4.2,9.5,0.0,pioggia,mm
5449,Tricarico,2020-01-24,4.7,10.6,0.0,pioggia,mm
5450,Tricarico,2020-01-25,5.0,12.0,0.0,pioggia,mm
5451,Tricarico,2020-01-26,6.9,10.5,14.9,pioggia,mm
5452,Tricarico,2020-01-27,5.0,10.1,0.0,pioggia,mm
5453,Tricarico,2020-01-28,6.1,11.6,0.0,pioggia,mm
5454,Tricarico,2020-01-29,6.2,12.0,0.0,pioggia,mm
5455,Tricarico,2020-01-30,4.8,10.6,0.0,pioggia,mm
5456,Tricarico,2020-01-31,6.4,12.4,0.0,pioggia,mm
5457,Tricarico,2020-02-01,7.3,12.3,0.0,pioggia,mm
5458,Tricarico,2020-02-02,7.5,14.6,0.0,pioggia,mm
5459,Tricarico,2020-02-03,8.5,16.3,0.0,pioggia,mm
5460,Tricarico,2020-02-04,4.0,16.1,1.8,neve,cm
5461,Tricarico,2020-02-05,0.5,4.2,6.1,neve,cm
5462,Tricarico,2020-02-06,-0.9,3.8,0.6,pioggia,mm
5463,Tricarico,2020-02-07,-0.3,7.6,0.0,pioggia,mm
5464,Tricarico,2020-02-08,1.6,9.0,0.0,pioggia,mm
5465,Tricarico,2020-02-09,3.7,11.1,0.0,pioggia,mm
5466,Tricarico,2020-02-10,4.2,12.3,0.0,pioggia,mm
5467,Tricarico,2020-02-11,8.7,15.9,0.0,pioggia,mm
5468,Tricarico,2020-02-12,7.6,11.5,0.0,pioggia,mm
5469,Tricarico,2020-02-13,4.7,13.2,0.0,pioggia,mm
5470,Tricarico,2020-02-14,4.9,10.6,1.9,pioggia,mm
5471,Tricarico,2020-02-15,3.6,10.0,0.0,pioggia,mm
5472,Tricarico,2020-02-16,3.5,11.5,0.0,pioggia,mm
5473,Tricarico,2020-02-17,5.8,15.2,0.0,pioggia,mm
5474,Tricarico,2020-02-18,7.4,14.6,0.0,pioggia,mm
5475,Tricarico,2020-02-19,4.9,13.4,5.0,pioggia,mm
5476,Tricarico,2020-02-20,2.2,7.3,1.7,pioggia,mm
5477,Tricarico,2020-02-21,1.5,12.1,0.0,pioggia,mm
5478,Tricarico,2020-02-22,1.6,8.8,0.0,pioggia,mm
5479,Tricarico,2020-02-23,3.3,16.2,0.0,pioggia,mm
5480,Tricarico,2020-02-24,8.4,17.1,0.0,pioggia,mm
5481,Tricarico,2020-02-25,10.8,17.0,0.0,pioggia,mm
5482,Tricarico,2020-02-26,4.3,14.4,0.8,pioggia,mm
5483,Tricarico,2020-02-27,1.8,9.7,2.2,pioggia,mm
5484,Tricarico,2020-02-28,3.6,10.9,6.3,pioggia,mm
5485,Tricarico,2020-02-29,2.1,13.0,0.0,pioggia,mm
5486,Tricarico,2020-03-01,7.7,17.1,0.0,pioggia,mm
5487,Tricarico,2020-03-02,9.5,17.5,0.0,pioggia,mm
5488,Tricarico,2020-03-03,4.2,11.7,4.3,pioggia,mm
5489,Tricarico,2020-03-04,3.7,11.1,0.0,pioggia,mm
